signal_norm_mae,signal_norm_rmse,encoded_mae,encoded_rmse,model,model_kind,best_val_loss,epochs_ran,device,torch_version,cuda_available,cuda_device,coverage_nmse,coverage_rmse_norm,coverage_rmse_encoded,coverage_mean_error_norm,coverage_mean_error_encoded,coverage_psnr_db,coverage_ssim
0.008781987242400646,0.01293246727436781,2.239406746812165,3.2977791549637914,BuildingAwareLANCV2,lanc_v2,0.11298492550849915,13,cuda,2.12.0+cu126,True,NVIDIA GeForce GTX 1650 SUPER,0.0008877592122724994,0.019334642052966845,4.930333723506545,-0.018530932866269723,-4.725387880898779,34.27327727436322,0.9714633501797911
