scope,height_m,nmse,mean_error_norm,mean_error_encoded,mae_norm,rmse_norm,mae_encoded,rmse_encoded,psnr_db,ssim
overall,,0.0008877592122724994,-0.018530932866269723,-4.725387880898779,0.018535688519477844,0.019334642052966845,4.72660057246685,4.930333723506545,34.27327727436322,0.9714633501797911
