scope,height_m,nmse,mean_error_norm,mean_error_encoded,mae_norm,rmse_norm,mae_encoded,rmse_encoded,psnr_db,ssim,eval_rx_count
overall,,0.0009127954813639953,-0.018547163461335003,-4.729526682640426,0.018559129297500476,0.019591296602387058,4.732577970862621,4.9957806336087,34.15873640657024,0.962705301919558,4096
