strategy,round,rx_id,selection_phase,rx_col,rx_row,rx_height_m,signal_true_norm,signal_pred_norm,building_density_nearby,path_building_ratio_simple
proposed_v2_c,0,r48_c208_z120,initial,208.0,48.0,120.0,0.6392157,0.632088,0.8,0.0006291946
proposed_v2_c,0,r64_c0_z130,initial,0.0,64.0,130.0,0.627451,0.61677504,0.0,0.0
proposed_v2_c,0,r80_c304_z130,initial,304.0,80.0,130.0,0.6431373,0.6285355,0.0,0.0
proposed_v2_c,0,r176_c192_z100,initial,192.0,176.0,100.0,0.6509804,0.63152146,0.0,0.0
proposed_v2_c,0,r192_c32_z100,initial,32.0,192.0,100.0,0.6509804,0.632517,0.0,0.0006291946
proposed_v2_c,0,r496_c320_z120,initial,320.0,496.0,120.0,0.6392157,0.62163067,1.0,0.0
proposed_v2_c,0,r16_c496_z130,initial,496.0,16.0,130.0,0.627451,0.62082833,0.0,0.0
proposed_v2_c,0,r368_c0_z120,initial,0.0,368.0,120.0,0.64705884,0.63599974,0.0,0.0
proposed_v2_c,0,r96_c304_z130,initial,304.0,96.0,130.0,0.6431373,0.6297477,0.0,0.0
proposed_v2_c,0,r496_c496_z120,initial,496.0,496.0,120.0,0.6313726,0.61673385,0.0,0.0
proposed_v2_c,0,r320_c96_z130,initial,96.0,320.0,130.0,0.64705884,0.63740647,0.36,0.0
proposed_v2_c,0,r464_c96_z130,initial,96.0,464.0,130.0,0.64705884,0.6263251,0.24,0.0
proposed_v2_c,0,r496_c256_z120,initial,256.0,496.0,120.0,0.6431373,0.6237978,0.12,0.0
proposed_v2_c,0,r224_c416_z110,initial,416.0,224.0,110.0,0.6509804,0.63324475,0.64,0.0
proposed_v2_c,0,r32_c432_z110,initial,432.0,32.0,110.0,0.6509804,0.6232435,0.0,0.0
proposed_v2_c,0,r192_c432_z110,initial,432.0,192.0,110.0,0.6509804,0.63035744,0.0,0.0
proposed_v2_c,0,r240_c496_z100,initial,496.0,240.0,100.0,0.64705884,0.6266561,0.0,0.0006291946
proposed_v2_c,0,r400_c272_z110,initial,272.0,400.0,110.0,0.6509804,0.6361859,0.0,0.0006291946
proposed_v2_c,0,r496_c368_z130,initial,368.0,496.0,130.0,0.6431373,0.6178713,0.8,0.0
proposed_v2_c,0,r304_c352_z120,initial,352.0,304.0,120.0,0.6431373,0.63257486,0.2,0.0
proposed_v2_c,0,r464_c192_z110,initial,192.0,464.0,110.0,0.654902,0.6279545,0.0,0.0
proposed_v2_c,1,r0_c0_z100,active,0.0,0.0,100.0,0.62352943,0.61986125,0.0,0.0
proposed_v2_c,1,r32_c96_z100,active,96.0,32.0,100.0,0.6392157,0.6284906,1.0,0.0
proposed_v2_c,1,r176_c0_z110,active,0.0,176.0,110.0,0.6509804,0.6275701,0.0,0.0006291946
proposed_v2_c,1,r96_c0_z100,active,0.0,96.0,100.0,0.63529414,0.62332153,0.0,0.0
proposed_v2_c,1,r448_c160_z120,active,160.0,448.0,120.0,0.6509804,0.629126,0.96,0.0006291946
proposed_v2_c,1,r352_c368_z100,active,368.0,352.0,100.0,0.654902,0.6299194,0.76,0.0006291946
proposed_v2_c,1,r432_c144_z100,active,144.0,432.0,100.0,0.654902,0.6342585,0.6,0.0012583892
proposed_v2_c,1,r208_c32_z120,active,32.0,208.0,120.0,0.6431373,0.62951005,0.96,0.0006291946
proposed_v2_c,1,r384_c0_z130,active,0.0,384.0,130.0,0.64705884,0.63409245,0.0,0.0
proposed_v2_c,1,r0_c0_z110,active,0.0,0.0,110.0,0.62352943,0.6192532,0.0,0.0
proposed_v2_c,1,r240_c112_z130,active,112.0,240.0,130.0,0.64705884,0.6321128,0.92,0.0
proposed_v2_c,1,r0_c160_z110,active,160.0,0.0,110.0,0.64705884,0.6260721,0.0,0.0
proposed_v2_c,1,r272_c0_z110,active,0.0,272.0,110.0,0.6313726,0.63388515,0.0,0.0
proposed_v2_c,1,r0_c496_z120,active,496.0,0.0,120.0,0.62352943,0.62083113,0.0,0.0
proposed_v2_c,1,r448_c160_z130,active,160.0,448.0,130.0,0.6431373,0.6281339,0.96,0.0006291946
proposed_v2_c,1,r32_c96_z110,active,96.0,32.0,110.0,0.6392157,0.62795466,1.0,0.0
proposed_v2_c,1,r128_c0_z130,active,0.0,128.0,130.0,0.63529414,0.6192416,0.0,0.0006291946
proposed_v2_c,1,r256_c480_z120,active,480.0,256.0,120.0,0.6509804,0.6270218,1.0,0.0006291946
proposed_v2_c,1,r224_c496_z110,active,496.0,224.0,110.0,0.6431373,0.62681216,0.8,0.0
proposed_v2_c,1,r352_c416_z130,active,416.0,352.0,130.0,0.6431373,0.6244857,1.0,0.0006291946
proposed_v2_c,1,r368_c464_z120,active,464.0,368.0,120.0,0.6509804,0.6268826,1.0,0.0006291946
proposed_v2_c,1,r496_c320_z100,active,320.0,496.0,100.0,0.64705884,0.6231064,1.0,0.0
proposed_v2_c,1,r480_c256_z110,active,256.0,480.0,110.0,0.64705884,0.6268047,1.0,0.0
proposed_v2_c,1,r208_c240_z130,active,240.0,208.0,130.0,0.64705884,0.6258493,0.2,0.0
proposed_v2_c,1,r0_c256_z100,active,256.0,0.0,100.0,0.654902,0.62933505,0.2,0.0
proposed_v2_c,1,r0_c336_z120,active,336.0,0.0,120.0,0.64705884,0.624383,0.0,0.0
proposed_v2_c,1,r0_c432_z130,active,432.0,0.0,130.0,0.63529414,0.6217432,0.6,0.0
proposed_v2_c,1,r112_c384_z120,active,384.0,112.0,120.0,0.6509804,0.6316555,0.28,0.0
proposed_v2_c,1,r240_c112_z100,active,112.0,240.0,100.0,0.65882355,0.63243777,0.92,0.0006291946
proposed_v2_c,1,r448_c496_z100,active,496.0,448.0,100.0,0.654902,0.6195554,0.0,0.0
proposed_v2_c,1,r256_c416_z100,active,416.0,256.0,100.0,0.654902,0.6320233,0.92,0.0
proposed_v2_c,1,r496_c112_z100,active,112.0,496.0,100.0,0.6431373,0.6252775,0.4,0.0
proposed_v2_c,1,r112_c0_z110,active,0.0,112.0,110.0,0.63529414,0.62252533,0.0,0.0006291946
proposed_v2_c,1,r416_c352_z100,active,352.0,416.0,100.0,0.654902,0.6275842,0.96,0.0006291946
proposed_v2_c,1,r48_c128_z120,active,128.0,48.0,120.0,0.64705884,0.6271014,1.0,0.0
proposed_v2_c,1,r48_c32_z100,active,32.0,48.0,100.0,0.654902,0.6251241,0.4,0.0
proposed_v2_c,1,r176_c176_z120,active,176.0,176.0,120.0,0.64705884,0.62903583,0.8,0.0
proposed_v2_c,1,r176_c96_z130,active,96.0,176.0,130.0,0.64705884,0.62873495,0.56,0.0006291946
proposed_v2_c,1,r272_c64_z130,active,64.0,272.0,130.0,0.6431373,0.63391805,0.76,0.0
proposed_v2_c,1,r0_c160_z100,active,160.0,0.0,100.0,0.6509804,0.62779224,0.0,0.0
proposed_v2_c,1,r96_c272_z100,active,272.0,96.0,100.0,0.65882355,0.633257,0.92,0.0
proposed_v2_c,1,r144_c480_z120,active,480.0,144.0,120.0,0.6509804,0.6223382,1.0,0.0
proposed_v2_c,1,r384_c368_z130,active,368.0,384.0,130.0,0.6431373,0.6273923,0.72,0.0006291946
proposed_v2_c,1,r144_c480_z130,active,480.0,144.0,130.0,0.64705884,0.62198544,1.0,0.0
proposed_v2_c,1,r0_c16_z120,active,16.0,0.0,120.0,0.62352943,0.6218593,0.0,0.0
proposed_v2_c,1,r160_c80_z110,active,80.0,160.0,110.0,0.654902,0.63376,0.8,0.0006291946
proposed_v2_c,1,r480_c272_z130,active,272.0,480.0,130.0,0.64705884,0.62410676,0.72,0.0
proposed_v2_c,1,r64_c48_z120,active,48.0,64.0,120.0,0.64705884,0.6268533,1.0,0.0
proposed_v2_c,1,r240_c224_z110,active,224.0,240.0,110.0,0.6509804,0.6299858,0.52,0.0
proposed_v2_c,1,r432_c16_z130,active,16.0,432.0,130.0,0.64705884,0.626866,1.0,0.0
proposed_v2_c,1,r464_c416_z110,active,416.0,464.0,110.0,0.654902,0.62041926,0.88,0.0
proposed_v2_c,1,r496_c320_z130,active,320.0,496.0,130.0,0.63529414,0.6204607,1.0,0.0
proposed_v2_c,1,r192_c496_z120,active,496.0,192.0,120.0,0.64705884,0.6255122,0.84,0.0
proposed_v2_c,1,r112_c304_z110,active,304.0,112.0,110.0,0.654902,0.6342955,1.0,0.0
proposed_v2_c,1,r272_c64_z110,active,64.0,272.0,110.0,0.6509804,0.6358686,0.76,0.0
proposed_v2_c,1,r448_c464_z130,active,464.0,448.0,130.0,0.64705884,0.6205,1.0,0.0
proposed_v2_c,1,r240_c336_z130,active,336.0,240.0,130.0,0.64705884,0.6300423,0.76,0.0
proposed_v2_c,1,r224_c176_z130,active,176.0,224.0,130.0,0.6431373,0.630103,1.0,0.0
proposed_v2_c,1,r432_c144_z110,active,144.0,432.0,110.0,0.6509804,0.6336953,0.6,0.0012583892
proposed_v2_c,1,r336_c32_z130,active,32.0,336.0,130.0,0.64705884,0.63510245,0.96,0.0
proposed_v2_c,1,r224_c48_z110,active,48.0,224.0,110.0,0.6392157,0.6301308,1.0,0.0006291946
proposed_v2_c,1,r112_c112_z100,active,112.0,112.0,100.0,0.654902,0.63403034,0.72,0.0006291946
proposed_v2_c,1,r176_c496_z110,active,496.0,176.0,110.0,0.654902,0.626052,0.96,0.0
proposed_v2_c,1,r32_c384_z100,active,384.0,32.0,100.0,0.64705884,0.6260797,1.0,0.0
proposed_v2_c,1,r416_c496_z120,active,496.0,416.0,120.0,0.6431373,0.62363756,0.0,0.0
proposed_v2_c,1,r400_c208_z120,active,208.0,400.0,120.0,0.6509804,0.632234,0.24,0.0006291946
proposed_v2_c,1,r192_c400_z130,active,400.0,192.0,130.0,0.64705884,0.629548,0.84,0.0
proposed_v2_c,1,r496_c0_z100,active,0.0,496.0,100.0,0.6313726,0.62279236,0.0,0.0
proposed_v2_c,1,r0_c256_z120,active,256.0,0.0,120.0,0.64705884,0.6271165,0.2,0.0
proposed_v2_c,1,r480_c0_z110,active,0.0,480.0,110.0,0.6313726,0.62323457,0.0,0.0
proposed_v2_c,1,r160_c0_z120,active,0.0,160.0,120.0,0.64705884,0.625638,0.0,0.0006291946
proposed_v2_c,1,r368_c352_z110,active,352.0,368.0,110.0,0.6509804,0.63235515,0.96,0.0006291946
proposed_v2_c,1,r176_c496_z130,active,496.0,176.0,130.0,0.64705884,0.6241112,0.96,0.0
proposed_v2_c,1,r272_c96_z120,active,96.0,272.0,120.0,0.64705884,0.6358095,0.84,0.0
proposed_v2_c,1,r48_c176_z110,active,176.0,48.0,110.0,0.6509804,0.6289008,1.0,0.0006291946
proposed_v2_c,1,r192_c368_z100,active,368.0,192.0,100.0,0.65882355,0.6345734,0.76,0.0
proposed_v2_c,1,r80_c496_z130,active,496.0,80.0,130.0,0.63529414,0.6203725,0.0,0.0
proposed_v2_c,1,r288_c400_z130,active,400.0,288.0,130.0,0.6431373,0.62795043,0.72,0.0
proposed_v2_c,1,r384_c80_z130,active,80.0,384.0,130.0,0.64705884,0.63870895,0.32,0.0
proposed_v2_c,1,r480_c208_z120,active,208.0,480.0,120.0,0.64705884,0.62599176,0.8,0.0
proposed_v2_c,1,r144_c48_z130,active,48.0,144.0,130.0,0.6431373,0.6279213,0.76,0.0006291946
proposed_v2_c,1,r432_c192_z100,active,192.0,432.0,100.0,0.654902,0.6304498,0.8,0.0006291946
proposed_v2_c,2,r0_c224_z110,active,224.0,0.0,110.0,0.63529414,0.6293569,0.36,0.0
proposed_v2_c,2,r0_c176_z120,active,176.0,0.0,120.0,0.6431373,0.6260355,0.0,0.0
proposed_v2_c,2,r0_c320_z100,active,320.0,0.0,100.0,0.6509804,0.62713015,0.0,0.0
proposed_v2_c,2,r80_c160_z130,active,160.0,80.0,130.0,0.64705884,0.62458885,0.76,0.0006291946
proposed_v2_c,2,r32_c48_z110,active,48.0,32.0,110.0,0.6431373,0.62657565,0.56,0.0
proposed_v2_c,2,r336_c304_z110,active,304.0,336.0,110.0,0.6509804,0.6364006,0.68,0.0
proposed_v2_c,2,r352_c400_z120,active,400.0,352.0,120.0,0.64705884,0.6272668,0.92,0.0006291946
proposed_v2_c,2,r144_c0_z100,active,0.0,144.0,100.0,0.6509804,0.62734437,0.0,0.0006291946
proposed_v2_c,2,r400_c320_z130,active,320.0,400.0,130.0,0.64705884,0.63170904,1.0,0.0006291946
proposed_v2_c,2,r240_c352_z110,active,352.0,240.0,110.0,0.654902,0.6343668,0.2,0.0
proposed_v2_c,2,r80_c496_z100,active,496.0,80.0,100.0,0.63529414,0.6219908,0.0,0.0
proposed_v2_c,2,r400_c160_z120,active,160.0,400.0,120.0,0.64705884,0.6354411,1.0,0.0006291946
proposed_v2_c,2,r176_c368_z120,active,368.0,176.0,120.0,0.64705884,0.632151,0.24,0.0
proposed_v2_c,2,r480_c32_z120,active,32.0,480.0,120.0,0.63529414,0.6227963,0.96,0.0
proposed_v2_c,2,r176_c304_z100,active,304.0,176.0,100.0,0.65882355,0.63338023,0.6,0.0
proposed_v2_c,2,r480_c416_z130,active,416.0,480.0,130.0,0.6431373,0.6170999,0.64,0.0
proposed_v2_c,2,r352_c256_z110,active,256.0,352.0,110.0,0.6509804,0.6376595,0.8,0.0006291946
proposed_v2_c,2,r272_c464_z110,active,464.0,272.0,110.0,0.64705884,0.6316198,0.04,0.0006291946
proposed_v2_c,2,r128_c352_z100,active,352.0,128.0,100.0,0.65882355,0.63648593,0.64,0.0
proposed_v2_c,2,r448_c304_z100,active,304.0,448.0,100.0,0.654902,0.6272916,0.48,0.0006291946
proposed_v2_c,2,r304_c320_z100,active,320.0,304.0,100.0,0.6509804,0.6341442,0.0,0.0
proposed_v2_c,2,r432_c208_z130,active,208.0,432.0,130.0,0.6431373,0.62833315,0.0,0.0006291946
proposed_v2_c,2,r64_c48_z130,active,48.0,64.0,130.0,0.64705884,0.62609535,1.0,0.0
proposed_v2_c,2,r496_c384_z120,active,384.0,496.0,120.0,0.64705884,0.6173196,0.6,0.0
proposed_v2_c,2,r304_c144_z130,active,144.0,304.0,130.0,0.64705884,0.63633597,0.76,0.0
proposed_v2_c,2,r144_c288_z120,active,288.0,144.0,120.0,0.64705884,0.6289814,0.0,0.0
proposed_v2_c,2,r368_c0_z100,active,0.0,368.0,100.0,0.6509804,0.63792753,0.0,0.0
proposed_v2_c,2,r336_c432_z100,active,432.0,336.0,100.0,0.654902,0.6300579,0.4,0.0006291946
proposed_v2_c,2,r0_c192_z130,active,192.0,0.0,130.0,0.6392157,0.62715155,0.0,0.0
proposed_v2_c,2,r160_c128_z120,active,128.0,160.0,120.0,0.6509804,0.63177365,1.0,0.0
proposed_v2_c,2,r496_c144_z130,active,144.0,496.0,130.0,0.64705884,0.6222318,0.0,0.0
proposed_v2_c,2,r496_c128_z120,active,128.0,496.0,120.0,0.64705884,0.62298644,0.08,0.0
proposed_v2_c,2,r496_c496_z100,active,496.0,496.0,100.0,0.6313726,0.6141428,0.0,0.0
proposed_v2_c,2,r48_c256_z100,active,256.0,48.0,100.0,0.65882355,0.6361524,1.0,0.0
proposed_v2_c,2,r320_c224_z130,active,224.0,320.0,130.0,0.64705884,0.6368512,0.68,0.0
proposed_v2_c,2,r32_c384_z110,active,384.0,32.0,110.0,0.6431373,0.62561786,1.0,0.0
proposed_v2_c,2,r384_c464_z130,active,464.0,384.0,130.0,0.64705884,0.6232258,1.0,0.0
proposed_v2_c,2,r48_c0_z110,active,0.0,48.0,110.0,0.627451,0.62054145,0.0,0.0
proposed_v2_c,2,r192_c496_z100,active,496.0,192.0,100.0,0.654902,0.6289203,0.84,0.0
proposed_v2_c,2,r0_c96_z130,active,96.0,0.0,130.0,0.6313726,0.6263509,0.0,0.0
proposed_v2_c,2,r496_c64_z100,active,64.0,496.0,100.0,0.6431373,0.6230254,0.0,0.0
proposed_v2_c,2,r32_c304_z120,active,304.0,32.0,120.0,0.6509804,0.62573594,1.0,0.0
proposed_v2_c,2,r48_c464_z120,active,464.0,48.0,120.0,0.6392157,0.62199295,0.0,0.0
proposed_v2_c,2,r48_c448_z130,active,448.0,48.0,130.0,0.64705884,0.62207586,0.0,0.0
proposed_v2_c,2,r272_c144_z120,active,144.0,272.0,120.0,0.64705884,0.6350206,0.76,0.0
proposed_v2_c,2,r48_c224_z110,active,224.0,48.0,110.0,0.6431373,0.63412803,0.64,0.0
proposed_v2_c,2,r480_c160_z100,active,160.0,480.0,100.0,0.6509804,0.62820446,0.4,0.0
proposed_v2_c,2,r288_c288_z120,active,288.0,288.0,120.0,0.64705884,0.6347712,0.48,0.0
proposed_v2_c,2,r0_c48_z100,active,48.0,0.0,100.0,0.627451,0.6253526,0.0,0.0
proposed_v2_c,2,r448_c304_z110,active,304.0,448.0,110.0,0.6509804,0.6267473,0.48,0.0006291946
proposed_v2_c,2,r240_c64_z120,active,64.0,240.0,120.0,0.64705884,0.63219464,0.08,0.0006291946
proposed_v2_c,2,r304_c384_z100,active,384.0,304.0,100.0,0.654902,0.6349582,0.92,0.0
proposed_v2_c,2,r224_c64_z130,active,64.0,224.0,130.0,0.6392157,0.62991124,0.16,0.0006291946
proposed_v2_c,2,r464_c496_z110,active,496.0,464.0,110.0,0.6431373,0.6193575,0.0,0.0
proposed_v2_c,2,r304_c96_z110,active,96.0,304.0,110.0,0.6509804,0.6385228,1.0,0.0
proposed_v2_c,2,r32_c496_z100,active,496.0,32.0,100.0,0.6313726,0.6215825,0.24,0.0
proposed_v2_c,2,r256_c496_z130,active,496.0,256.0,130.0,0.63529414,0.62449455,0.96,0.0006291946
proposed_v2_c,2,r384_c112_z100,active,112.0,384.0,100.0,0.6509804,0.6399175,0.04,0.0
proposed_v2_c,2,r288_c176_z110,active,176.0,288.0,110.0,0.64705884,0.6364786,0.4,0.0
proposed_v2_c,2,r128_c432_z120,active,432.0,128.0,120.0,0.64705884,0.6290206,0.76,0.0
proposed_v2_c,2,r48_c144_z100,active,144.0,48.0,100.0,0.65882355,0.630893,0.0,0.0
proposed_v2_c,2,r0_c208_z100,active,208.0,0.0,100.0,0.6392157,0.62709665,0.0,0.0
proposed_v2_c,2,r128_c256_z110,active,256.0,128.0,110.0,0.6509804,0.6290263,1.0,0.0
proposed_v2_c,2,r384_c416_z100,active,416.0,384.0,100.0,0.654902,0.6250212,0.2,0.0006291946
proposed_v2_c,2,r192_c256_z110,active,256.0,192.0,110.0,0.6509804,0.6269658,0.24,0.0
proposed_v2_c,2,r336_c208_z120,active,208.0,336.0,120.0,0.64705884,0.63740337,0.8,0.0
proposed_v2_c,2,r368_c320_z100,active,320.0,368.0,100.0,0.654902,0.6355102,0.64,0.0
proposed_v2_c,2,r432_c368_z130,active,368.0,432.0,130.0,0.64705884,0.6219824,0.0,0.0006291946
proposed_v2_c,2,r0_c288_z110,active,288.0,0.0,110.0,0.64705884,0.62783366,0.0,0.0
proposed_v2_c,2,r64_c352_z120,active,352.0,64.0,120.0,0.6509804,0.6309246,0.0,0.0
proposed_v2_c,2,r160_c240_z120,active,240.0,160.0,120.0,0.6509804,0.6267527,0.32,0.0
proposed_v2_c,2,r144_c48_z100,active,48.0,144.0,100.0,0.6509804,0.6355455,0.76,0.0006291946
proposed_v2_c,2,r224_c0_z110,active,0.0,224.0,110.0,0.6392157,0.62927413,0.0,0.0
proposed_v2_c,2,r160_c224_z130,active,224.0,160.0,130.0,0.64705884,0.62589043,0.0,0.0
proposed_v2_c,2,r240_c288_z130,active,288.0,240.0,130.0,0.6431373,0.6287301,0.32,0.0
proposed_v2_c,2,r112_c32_z130,active,32.0,112.0,130.0,0.64705884,0.6257194,0.8,0.0006291946
proposed_v2_c,2,r432_c0_z110,active,0.0,432.0,110.0,0.6509804,0.6305417,0.0,0.0
proposed_v2_c,2,r432_c240_z120,active,240.0,432.0,120.0,0.6509804,0.6299907,0.6,0.0
proposed_v2_c,2,r0_c384_z130,active,384.0,0.0,130.0,0.63529414,0.62248874,0.0,0.0
proposed_v2_c,2,r448_c352_z120,active,352.0,448.0,120.0,0.6509804,0.6232923,1.0,0.0006291946
proposed_v2_c,2,r288_c96_z100,active,96.0,288.0,100.0,0.654902,0.63744223,0.08,0.0
proposed_v2_c,2,r320_c32_z110,active,32.0,320.0,110.0,0.6509804,0.63695437,0.08,0.0
proposed_v2_c,3,r48_c176_z130,active,176.0,48.0,130.0,0.6431373,0.62694097,1.0,0.0006291946
proposed_v2_c,3,r0_c288_z130,active,288.0,0.0,130.0,0.64705884,0.62490684,0.0,0.0
proposed_v2_c,3,r496_c448_z100,active,448.0,496.0,100.0,0.64705884,0.61632705,1.0,0.0
proposed_v2_c,3,r128_c336_z120,active,336.0,128.0,120.0,0.6509804,0.6339116,0.72,0.0
proposed_v2_c,3,r272_c144_z100,active,144.0,272.0,100.0,0.654902,0.6345773,0.76,0.0
proposed_v2_c,3,r256_c240_z130,active,240.0,256.0,130.0,0.64705884,0.6320397,0.4,0.0
proposed_v2_c,3,r240_c0_z120,active,0.0,240.0,120.0,0.63529414,0.63065124,0.0,0.0
proposed_v2_c,3,r48_c128_z110,active,128.0,48.0,110.0,0.6509804,0.62826693,1.0,0.0
proposed_v2_c,3,r176_c64_z120,active,64.0,176.0,120.0,0.6509804,0.6321488,0.48,0.0006291946
proposed_v2_c,3,r416_c112_z130,active,112.0,416.0,130.0,0.64705884,0.63531727,0.6,0.0
proposed_v2_c,3,r432_c112_z120,active,112.0,432.0,120.0,0.64705884,0.6346136,0.0,0.0006291946
proposed_v2_c,3,r240_c384_z130,active,384.0,240.0,130.0,0.64705884,0.62942344,0.24,0.0
proposed_v2_c,3,r304_c0_z130,active,0.0,304.0,130.0,0.6392157,0.6342501,0.0,0.0
proposed_v2_c,3,r400_c64_z100,active,64.0,400.0,100.0,0.65882355,0.6409844,0.48,0.0
proposed_v2_c,3,r240_c272_z120,active,272.0,240.0,120.0,0.64705884,0.62958133,0.24,0.0
proposed_v2_c,3,r80_c368_z110,active,368.0,80.0,110.0,0.6509804,0.6344989,0.2,0.0
proposed_v2_c,3,r176_c272_z130,active,272.0,176.0,130.0,0.64705884,0.62380874,0.48,0.0
proposed_v2_c,3,r0_c448_z120,active,448.0,0.0,120.0,0.6313726,0.62178195,0.0,0.0
proposed_v2_c,3,r32_c96_z120,active,96.0,32.0,120.0,0.63529414,0.62780684,1.0,0.0
proposed_v2_c,3,r80_c432_z120,active,432.0,80.0,120.0,0.64705884,0.62659055,0.0,0.0
proposed_v2_c,3,r80_c496_z110,active,496.0,80.0,110.0,0.63529414,0.62096745,0.0,0.0
proposed_v2_c,3,r416_c96_z110,active,96.0,416.0,110.0,0.6509804,0.6382019,0.4,0.0
proposed_v2_c,3,r400_c224_z130,active,224.0,400.0,130.0,0.64705884,0.6319504,1.0,0.0006291946
proposed_v2_c,3,r448_c464_z110,active,464.0,448.0,110.0,0.654902,0.6216785,1.0,0.0
proposed_v2_c,3,r128_c304_z100,active,304.0,128.0,100.0,0.654902,0.63403785,1.0,0.0
proposed_v2_c,3,r432_c192_z120,active,192.0,432.0,120.0,0.64705884,0.6289018,0.8,0.0006291946
proposed_v2_c,3,r208_c448_z100,active,448.0,208.0,100.0,0.654902,0.63220453,0.16,0.0
proposed_v2_c,3,r112_c80_z110,active,80.0,112.0,110.0,0.654902,0.63153917,1.0,0.0
proposed_v2_c,3,r224_c16_z130,active,16.0,224.0,130.0,0.6392157,0.62854964,0.24,0.0006291946
proposed_v2_c,3,r432_c64_z130,active,64.0,432.0,130.0,0.64705884,0.6333409,0.0,0.0
proposed_v2_c,3,r368_c128_z130,active,128.0,368.0,130.0,0.64705884,0.6373143,0.0,0.0
proposed_v2_c,3,r16_c64_z120,active,64.0,16.0,120.0,0.6313726,0.6265186,0.6,0.0
proposed_v2_c,3,r16_c64_z130,active,64.0,16.0,130.0,0.6313726,0.6260618,0.6,0.0
proposed_v2_c,3,r32_c304_z130,active,304.0,32.0,130.0,0.64705884,0.62399065,1.0,0.0
proposed_v2_c,3,r32_c208_z130,active,208.0,32.0,130.0,0.6392157,0.62995464,0.44,0.0006291946
proposed_v2_c,3,r176_c0_z130,active,0.0,176.0,130.0,0.6431373,0.62382555,0.0,0.0006291946
proposed_v2_c,3,r144_c128_z130,active,128.0,144.0,130.0,0.64705884,0.6288022,0.44,0.0
proposed_v2_c,3,r320_c112_z120,active,112.0,320.0,120.0,0.64705884,0.6383772,0.08,0.0
proposed_v2_c,3,r192_c96_z120,active,96.0,192.0,120.0,0.64705884,0.6305717,0.92,0.0006291946
proposed_v2_c,3,r400_c176_z100,active,176.0,400.0,100.0,0.654902,0.6361853,0.56,0.0012583892
proposed_v2_c,3,r256_c368_z100,active,368.0,256.0,100.0,0.654902,0.6379039,0.28,0.0
proposed_v2_c,3,r48_c176_z120,active,176.0,48.0,120.0,0.6509804,0.62837976,1.0,0.0006291946
proposed_v2_c,3,r480_c32_z100,active,32.0,480.0,100.0,0.6509804,0.62426007,0.96,0.0
proposed_v2_c,3,r352_c256_z130,active,256.0,352.0,130.0,0.64705884,0.6364975,0.8,0.0006291946
proposed_v2_c,3,r256_c496_z110,active,496.0,256.0,110.0,0.64705884,0.6269317,0.96,0.0006291946
proposed_v2_c,3,r272_c432_z120,active,432.0,272.0,120.0,0.6509804,0.6309722,1.0,0.0006291946
proposed_v2_c,3,r48_c272_z120,active,272.0,48.0,120.0,0.64705884,0.63063586,1.0,0.0
proposed_v2_c,3,r0_c384_z120,active,384.0,0.0,120.0,0.63529414,0.6231222,0.0,0.0
proposed_v2_c,3,r400_c320_z110,active,320.0,400.0,110.0,0.654902,0.6331898,1.0,0.0006291946
proposed_v2_c,3,r336_c464_z130,active,464.0,336.0,130.0,0.64705884,0.6263001,0.72,0.0006291946
proposed_v2_c,3,r416_c320_z120,active,320.0,416.0,120.0,0.6509804,0.6304139,1.0,0.0006291946
proposed_v2_c,3,r192_c112_z110,active,112.0,192.0,110.0,0.6509804,0.63197565,0.96,0.0006291946
proposed_v2_c,3,r144_c32_z110,active,32.0,144.0,110.0,0.6509804,0.63233435,0.0,0.0006291946
proposed_v2_c,3,r496_c416_z110,active,416.0,496.0,110.0,0.6509804,0.61692214,0.48,0.0
proposed_v2_c,3,r352_c256_z120,active,256.0,352.0,120.0,0.64705884,0.6371548,0.8,0.0006291946
proposed_v2_c,3,r256_c80_z100,active,80.0,256.0,100.0,0.65882355,0.63453984,0.64,0.0006291946
proposed_v2_c,3,r160_c432_z130,active,432.0,160.0,130.0,0.6431373,0.6272038,0.0,0.0
proposed_v2_c,3,r128_c208_z120,active,208.0,128.0,120.0,0.6509804,0.62930506,0.24,0.0
proposed_v2_c,3,r288_c480_z120,active,480.0,288.0,120.0,0.64705884,0.628241,1.0,0.0006291946
proposed_v2_c,3,r288_c320_z130,active,320.0,288.0,130.0,0.64705884,0.6306577,0.0,0.0
proposed_v2_c,3,r496_c416_z100,active,416.0,496.0,100.0,0.654902,0.6167495,0.48,0.0
proposed_v2_c,3,r320_c432_z130,active,432.0,320.0,130.0,0.64705884,0.62708145,0.68,0.0006291946
proposed_v2_c,3,r144_c0_z110,active,0.0,144.0,110.0,0.64705884,0.6252277,0.0,0.0006291946
proposed_v2_c,3,r480_c288_z100,active,288.0,480.0,100.0,0.65882355,0.62618655,0.76,0.0
proposed_v2_c,3,r0_c416_z100,active,416.0,0.0,100.0,0.6431373,0.6243452,0.0,0.0
proposed_v2_c,3,r256_c32_z110,active,32.0,256.0,110.0,0.6392157,0.6330527,0.56,0.0
proposed_v2_c,3,r144_c432_z110,active,432.0,144.0,110.0,0.64705884,0.6323986,0.0,0.0
proposed_v2_c,3,r112_c32_z100,active,32.0,112.0,100.0,0.654902,0.6312184,0.8,0.0006291946
proposed_v2_c,3,r288_c320_z110,active,320.0,288.0,110.0,0.6509804,0.63308465,0.0,0.0
