scope,height_m,nmse,mean_error_norm,mean_error_encoded,mae_norm,rmse_norm,mae_encoded,rmse_encoded,psnr_db,ssim,eval_rx_count,strategy,round,sampled_rx_count,sampled_ratio,new_budget_rx_count,eval_scope,rmse_rank
overall,,0.0007500467544438543,-0.017018297440496814,-4.339665847326688,0.017020866929782736,0.01775529133420856,4.340321067094598,4.527599290223183,35.01344394536488,0.9759990166967044,3481,proposed_v2_j,5,615,0.150146484375,82,unmeasured_rx,1
overall,,0.0008096196496027067,-0.017705954788951,-4.515018471182505,0.017705954788951,0.01844811245238163,4.515018471182505,4.704268675357316,34.68096125508556,0.9745358956013582,3481,building_only,5,615,0.150146484375,82,unmeasured_rx,2
overall,,0.0008357771801837763,-0.01807178883537483,-4.608306153020582,0.01807178883537483,0.01874901779196434,4.608306153020582,4.780999536950907,34.540429576008556,0.9777278325806944,3481,uniform_grid,5,615,0.150146484375,82,unmeasured_rx,3
overall,,0.0008372252411405565,-0.01812844204854705,-4.622752722379498,0.018128570915124636,0.018762610253140913,4.622785583356782,4.784465614550933,34.53413485466431,0.9779190026885594,3481,random,5,615,0.150146484375,82,unmeasured_rx,4
overall,,0.0008420542937908877,-0.01817929528972535,-4.635720298879964,0.018179491757319186,0.018825866476451743,4.635770398116392,4.800595951495194,34.50490051791665,0.978308516991442,3481,proposed_v2_a,5,615,0.150146484375,82,unmeasured_rx,5
overall,,0.0008494760754942025,-0.01825980657614774,-4.656250676917674,0.01825980657614774,0.01890501488059137,4.656250676917674,4.820778794550799,34.468459529153826,0.9781409786733992,3481,proposed_v2_c,5,615,0.150146484375,82,unmeasured_rx,6
overall,,0.0008704054253193427,-0.018509597656405613,-4.719947402383431,0.018509704434505246,0.01913812804625362,4.719974630798838,4.880222651794673,34.362010880756145,0.9785914626202156,3481,proposed_v2_b,5,615,0.150146484375,82,unmeasured_rx,7
overall,,0.0009275240980982936,-0.019178202682375668,-4.890441684005795,0.019178202682375668,0.01976994344029426,4.890441684005795,5.041335577275037,34.07989146309756,0.9799345262269237,3481,proposed,5,615,0.150146484375,82,unmeasured_rx,8
overall,,0.001067788194918776,-0.020749960538814272,-5.2912399373976395,0.020749960538814272,0.021230881324793515,5.2912399373976395,5.413874737822346,33.46063954527152,0.9827419557003682,3481,weak_only,5,615,0.150146484375,82,unmeasured_rx,9
